Sr. IT Manager|Billing Analytics%%%Buying Group Gross Inv $$ (Electrical) MOR/GDP%%%Not Set|||Billing Analytics%%%Key Cust Gross Inv YTD $$ by Cust Hier (Electrical)%%%Not Set|||2014-01-16
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set||Stock Analytics%%%Inventory By Material Type%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-16
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set||Stock Analytics%%%Inventory By Material Type%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-16
BI Developer|Sales Analysis%%%National Acct Gross Ord $$ (Communications) MOR/GDP%%%Not Set|Sales Analysis%%%National Acct Gross Ord $$ (FusionOps NA)  MOR/GDP%%%Not Set||Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%National Acct Gross Ord $$ (Communications) MOR/GDP%%%Not Set|2014-01-17
Business Systems Analyst|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set||||2014-01-17
Sr. IT Manager|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Communications)%%%Not Set||Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Shared Accts)%%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-01-17
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-17
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-17
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-17
Supply Chain Coordinator|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|2014-01-19
Sr. IT Manager|Sales Analysis%%%Distributor Center Orders - Ord $$ and Qty%%%Not Set|Sales Analysis%%%Ord $$ and Qty by Customer PO Type%%%Not Set|Sales Analysis%%%Ord $$ and Qty by Industry Code%%%Not Set||||2014-01-20
Supply Chain Coordinator|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%Customer Service A and AA Stock%%%Not Set|Stock Analytics%%%Customer Service A and AA Stock%%%Not Set|Stock Analytics%%%Customer Service A and AA Stock%%%Not Set|2014-01-20
BI Developer|Sales Analysis%%%POC - Daily Credit Memos and Returns%%%Not Set||Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Electrical) %%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Electrical) %%%Not Set|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|Sales Analysis%%%POC - Daily Credit Memos and Returns %%%Not Set|2014-01-21
BI Developer|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set||Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Electrical) %%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Electrical) %%%Not Set|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|Sales Analysis%%%POC - Daily Credit Memos and Returns %%%Not Set|2014-01-21
Sr. IT Manager|Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Sales Analysis%%%POC - Daily Credit Memos and Returns %%%Not Set|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|2014-01-21
Sr. IT Manager|Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set|||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Sales Analysis%%%POC - Daily Credit Memos and Returns %%%Not Set|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|2014-01-21
Sr. IT Manager|Billing Analytics%%%POC - Billing - Credits%%%Not Set|||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Sales Analysis%%%POC - Daily Credit Memos and Returns %%%Not Set|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|2014-01-21
Supply Chain Coordinator|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set||Stock Analytics%%%Inventory By Material Type%%%Not Set||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-21
BI Developer|Billing Analytics%%%Key Cust Gross Inv YTD $$ by Cust Hier (FusionOps NA)%%%Not Set||||Billing Analytics%%%POC - Billing - Credits%%%Not Set||2014-01-22
BI Developer|Billing Analytics%%%Key Cust Gross Inv YTD $$ by Cust Hier (Electrical)%%%Not Set||||Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set||2014-01-22
BI Developer|Billing Analytics%%%Key Cust Gross Inv YTD $$ By Cust Hier (FusionOps NA) - Shared Accts%%%Not Set||||Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set||2014-01-22
BI Developer|Billing Analytics%%%Key Cust Gross Inv YTD $$ by Cust Hier (Communications)%%%Not Set||||Billing Analytics%%%POC - Billing - Credits%%%Not Set||2014-01-22
Business Systems Analyst|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|||||2014-01-22
Sr. IT Manager|Billing Analytics%%%Gross Inv Drill Down Report %%%Not Set|Billing Analytics%%%Gross Inv Drill Down Report %%%Not Set|Billing Analytics%%%Gross Inv Drill Down Report %%%Not Set|Billing Analytics%%%Gross Inv Drill Down Report %%%Not Set|Billing Analytics%%%Gross Inv Drill Down Report %%%Not Set|Sales Analysis%%%POC - Daily Credit Memos and Returns %%%Not Set|2014-01-22
Supply Chain Coordinator|Sales Analysis%%%POC - Daily Sales Gross - 2012 - Validation View%%%Not Set|Sales Analysis%%%Gross MTD Orders Tina Oct 23%%%Not Set||Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|2014-01-22
Supply Chain Coordinator|Sales Analysis%%%Validation - POC - Open Orders Report - Inclusion version%%%Not Set|Sales Analysis%%%POC - Open Orders Report%%%Not Set|Sales Analysis%%%POC - Open Orders Report%%%Not Set|Sales Analysis%%%POC - Open Orders Report%%%Not Set|||2014-01-23
BI Developer|Billing Analytics%%%POC - Billing - Credits%%%Not Set|Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Billing Analytics%%%POC - Billing - Credits%%%Not Set|Billing Analytics%%%POC - Billing - Credits%%%Not Set|2014-01-24
Business Systems Analyst|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-24
Sr. IT Manager|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|2014-01-24
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-24
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-24
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-24
Sr. IT Manager|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set|2014-01-26
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-26
BI Developer|Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set|||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Billing Analytics%%%POC - Daily Gross Inv $$ - Vista%%%Not Set||2014-01-27
BI Developer|Billing Analytics%%%POC - Billing - Credits%%%Not Set|||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Billing Analytics%%%POC - Daily Gross Inv $$ - Memphis%%%Not Set||2014-01-27
BI Developer|Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Billing Analytics%%%POC - Daily Gross Inv $$  - Louisville%%%Not Set||2014-01-27
Sr. IT Manager|Stock Analytics%%%Inventory Movements Analysis%%%Not Set|Stock Analytics%%%Inventory Movements Analysis%%%Not Set|Stock Analytics%%%Inventory Movements Analysis%%%Not Set|Stock Analytics%%%Inventory Movements Analysis%%%Not Set|Stock Analytics%%%Inventory Movements Analysis%%%Not Set|Stock Analytics%%%Inventory Movements Analysis%%%Not Set|2014-01-27
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-27
BI Developer|Sales Analysis%%%POC - Daily Credit Memos and Returns%%%Not Set||Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set|||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|2014-01-28
BI Developer|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|2014-01-28
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set||Stock Analytics%%%Inventory By Material Type%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-28
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set||Stock Analytics%%%Inventory By Material Type%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-28
BI Developer|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|2014-01-29
BI Developer|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|2014-01-29
BI Developer|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|2014-01-29
Sr. IT Manager|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|2014-01-29
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-29
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-29
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-29
BI Developer|Stock Analytics%%%Inventory Report for Top A and AA%%%Not Set|Stock Analytics%%%Inventory By Plant%%%Not Set|Stock Analytics%%%Plant inventory by Procurement Type%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||2014-01-30
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set||Stock Analytics%%%Inventory By Material Type%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-30
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set||Stock Analytics%%%Inventory By Material Type%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-01-30
VP & CIO|Inventory Turns Analytics%%%Work in Progress (WIP) Inventory Turnover Report%%%Not Set||Inventory Turns Analytics%%%FusionOps  Finished Goods Inventory Turnover%%%Not Set||Inventory Turns Analytics%%%FusionOps  - Semi Finished Inventory Turns%%%Not Set|Inventory Turns Analytics%%%FusionOps  - Semi Finished Inventory Turns%%%Not Set|2014-01-30
VP & CIO|Inventory Turns Analytics%%%Finished Goods Inventory Turnover Report%%%Not Set||Inventory Turns Analytics%%%FusionOps  Finished Goods Inventory Turnover%%%Not Set||Inventory Turns Analytics%%%FusionOps  - Semi Finished Inventory Turns%%%Not Set|Inventory Turns Analytics%%%FusionOps  - Semi Finished Inventory Turns%%%Not Set|2014-01-30
Sr. IT Manager|Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set||||||2014-01-31
Supply Chain Coordinator|Sales Analysis%%%Validation - POC - Open Orders Report - Inclusion version%%%Not Set|Sales Analysis%%%POC - Open Orders Report%%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Sales Analysis%%%POC - Daily Sales Gross - 2012 - Validation View%%%Not Set|Sales Analysis%%%Gross MTD Orders Tina Oct 23%%%Not Set|Sales Analysis%%%Gross MTD Orders Validation%%%Not Set|2014-01-31
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set||Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||2014-02-02
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set||Stock Analytics%%%FusionOps Inventory Movements Analysis%%%Not Set|Stock Analytics%%%Inventory By Material Type%%%Not Set|||2014-02-02
BI Developer|Sales Analysis%%%POC - Daily Credit Memos and Returns%%%Not Set||Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|Billing Analytics%%%POC - Billing - Credits%%%Not Set|||2014-02-04
BI Developer|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set||Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set|||2014-02-04
Business Systems Analyst|Stock Analytics%%%Overall Valuated Inventory%%%Not Set||||||2014-02-04
Business Systems Analyst|Stock Analytics%%%Inventory By Material Type%%%Not Set||||||2014-02-04
Business Systems Analyst|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set||||||2014-02-04
Sr. IT Manager|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|2014-02-04
Sr. IT Manager|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|2014-02-04
Sr. IT Manager|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|2014-02-04
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-04
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-04
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-04
BI Developer|Sales Analysis%%%FusionOps  - Fill Rate Analysis%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set||2014-02-05
Business Systems Analyst|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-05
Business Systems Analyst|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-05
Business Systems Analyst|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-05
Sr. IT Manager|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Communications)%%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set||2014-02-05
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-05
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-05
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-05
BI Developer|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-06
BI Developer|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-06
BI Developer|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-06
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-06
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-06
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-06
BI Developer|Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set|Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set|2014-02-07
Sr. IT Manager|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|2014-02-07
Sr. IT Manager|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|2014-02-07
Sr. IT Manager|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|2014-02-07
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||2014-02-07
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||2014-02-07
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||2014-02-07
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-09
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-09
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-09
BI Developer|Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set|Stock Analytics%%%Inventory By Material Type%%%Not Set|2014-02-10
BI Developer|Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set|||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-10
BI Developer|Billing Analytics%%%POC - Billing - Credits%%%Not Set|||Billing Analytics%%%POC - Daily Net Inv $$%%%Not Set|Billing Analytics%%%POC - Daily Gross Inv $$%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-10
Supply Chain Coordinator|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-10
Supply Chain Coordinator|Stock Analytics%%%Inventory By Material Type%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-10
Supply Chain Coordinator|Stock Analytics%%%FusionOps Current Stock Value%%%Not Set|||Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-02-10
